OrderID,Order Date,State Code,Warehouse,Distribution Channel,Order Quantity,Unit Price
SO - 0007513,21-04-2016,OR,NXH,Wholesale,43,12.50
SO - 0007521,31-07-2015,NV,NXH,Wholesale,25,7.03
SO - 0007540,12-12-2015,MA,NXH,Wholesale,22,36.29
SO - 0007555,19-06-2016,FL,NXH,Wholesale,21,29.30
SO - 0007589,09-03-2016,MD,NXH,Wholesale,28,158.10
SO - 0007592,01-05-2015,ME,NXH,Wholesale,40,25.53
SO - 0007593,31-05-2016,WA,NXH,Wholesale,47,32.81
SO - 0007594,16-04-2015,CA,NXH,Wholesale,28,64.74
SO - 0007605,28-08-2015,UT,NXH,Wholesale,34,57.18
SO - 0007615,06-09-2015,NH,NXH,Wholesale,24,56.38
SO - 0007618,06-05-2016,FL,NXH,Wholesale,34,51.07
SO - 0007624,27-04-2016,MD,NXH,Wholesale,49,31.67
SO - 0007634,24-04-2015,MA,NXH,Wholesale,20,15.25
SO - 0007636,07-03-2015,KY,NXH,Wholesale,39,31.14
SO - 0007638,28-05-2016,DE,NXH,Wholesale,41,55.68
SO - 0007642,04-01-2016,MT,NXH,Wholesale,29,80.80
SO - 0007645,18-07-2015,WI,NXH,Wholesale,47,7.15
SO - 0007652,19-12-2015,IL,NXH,Wholesale,39,186.65
SO - 0007664,04-09-2015,ME,NXH,Wholesale,15,55.80
SO - 0007678,06-03-2016,KS,NXH,Wholesale,36,56.46
SO - 0007682,02-07-2015,WI,NXH,Wholesale,21,27.58
SO - 0007690,18-06-2016,TX,NXH,Wholesale,16,34.06
SO - 0007691,30-05-2016,OR,NXH,Wholesale,21,39.13
SO - 0007706,23-04-2016,UT,NXH,Wholesale,50,18.18
SO - 0007713,17-09-2015,PA,NXH,Wholesale,29,72.61
SO - 0007732,22-08-2015,LA,NXH,Wholesale,19,30.58
SO - 0007742,28-07-2015,OH,NXH,Wholesale,48,26.00
SO - 0007746,16-05-2016,MA,NXH,Wholesale,34,56.60
SO - 0007747,05-04-2015,NV,NXH,Wholesale,50,24.85
SO - 0007748,05-04-2015,GA,NXH,Wholesale,29,56.91
SO - 0007762,21-05-2015,NM,NXH,Wholesale,35,7.69
SO - 0007779,03-09-2015,IL,NXH,Wholesale,29,27.89
SO - 0007782,25-10-2015,RI,NXH,Wholesale,33,16.46
SO - 0007791,01-07-2016,MO,NXH,Wholesale,18,36.89
SO - 0007795,21-04-2016,TX,NXH,Wholesale,17,31.17
SO - 0007801,21-11-2015,IN,NXH,Wholesale,17,91.89
SO - 0007816,13-06-2015,PA,NXH,Wholesale,34,58.99
SO - 0007836,18-06-2015,MN,NXH,Wholesale,33,53.07
SO - 0007855,20-04-2016,KY,NXH,Wholesale,35,16.46
SO - 0007864,20-06-2015,ID,NXH,Wholesale,26,29.86
SO - 0007877,05-09-2015,ID,NXH,Wholesale,46,187.42
SO - 0007885,13-10-2015,MA,NXH,Wholesale,51,11.37
SO - 0007901,03-05-2015,ME,NXH,Wholesale,29,39.84
SO - 0007904,16-10-2015,AZ,NXH,Wholesale,16,38.93
SO - 0007915,01-10-2015,UT,NXH,Wholesale,49,11.87
SO - 0007932,24-05-2016,FL,NXH,Wholesale,49,31.45
SO - 0007933,04-01-2016,MO,NXH,Wholesale,23,26.72
SO - 0007938,13-03-2015,IL,NXH,Wholesale,27,30.33
SO - 0007951,20-03-2016,OR,NXH,Wholesale,31,25.10
SO - 0007952,27-06-2015,WV,NXH,Wholesale,49,25.51
SO - 0007954,27-02-2015,OR,NXH,Wholesale,48,36.29
SO - 0007964,25-03-2015,VT,NXH,Wholesale,20,70.68
SO - 0007969,01-09-2015,KS,NXH,Wholesale,19,63.49
SO - 0008007,29-07-2015,FL,NXH,Wholesale,30,34.38
SO - 0008024,18-08-2015,MS,NXH,Wholesale,50,52.84
SO - 0008052,12-09-2015,OK,NXH,Wholesale,35,18.03
SO - 0008060,23-06-2016,LA,NXH,Wholesale,16,10.50
SO - 0008062,16-10-2015,KY,NXH,Wholesale,51,37.11
SO - 0008063,05-05-2016,OR,NXH,Wholesale,49,88.77
SO - 0008064,11-02-2015,MA,NXH,Wholesale,32,33.20
SO - 0008082,25-02-2015,RI,NXH,Wholesale,22,12.28
SO - 0008085,17-06-2016,ID,NXH,Wholesale,23,6.53
SO - 000116,10-10-2015,NC,FLR,Wholesale,48,29.93
SO - 000142,08-05-2016,WA,FLR,Wholesale,36,51.60
SO - 000154,11-12-2015,MT,FLR,Wholesale,37,24.70
SO - 000171,09-03-2016,MA,FLR,Wholesale,37,29.05
SO - 000176,18-09-2015,MI,FLR,Wholesale,25,30.66
SO - 000187,19-03-2015,IL,FLR,Wholesale,47,39.49
SO - 000198,23-11-2015,WA,FLR,Wholesale,52,11.76
SO - 000209,17-05-2016,UT,FLR,Wholesale,48,19.12
SO - 000237,21-09-2015,LA,FLR,Wholesale,32,16.73
SO - 000273,07-03-2016,MD,FLR,Wholesale,30,71.98
SO - 000279,11-10-2015,FL,FLR,Wholesale,32,16.55
SO - 000287,06-05-2016,TX,FLR,Wholesale,36,14.78
SO - 000292,06-04-2016,WA,FLR,Wholesale,22,61.84
SO - 000299,28-07-2015,CA,FLR,Wholesale,34,28.86
SO - 000334,25-07-2015,OR,FLR,Wholesale,39,16.40
SO - 000352,17-07-2015,MA,FLR,Wholesale,45,60.85
SO - 000369,07-11-2015,VA,FLR,Wholesale,37,16.63
SO - 000388,18-06-2015,MA,FLR,Wholesale,49,38.11
SO - 000390,08-05-2016,ND,FLR,Wholesale,47,64.46
SO - 000407,14-10-2015,UT,FLR,Wholesale,29,6.53
SO - 000410,12-05-2015,WA,FLR,Wholesale,52,25.75
SO - 000414,21-06-2016,IN,FLR,Wholesale,27,6.79
SO - 000467,29-04-2015,RI,FLR,Wholesale,52,11.65
SO - 000492,07-05-2016,ND,FLR,Wholesale,37,16.31
SO - 000494,25-01-2016,IL,FLR,Wholesale,35,36.31
SO - 000553,29-04-2016,LA,FLR,Wholesale,30,18.31
SO - 000557,16-08-2015,KY,FLR,Wholesale,28,28.19
SO - 000587,25-02-2015,MI,FLR,Wholesale,29,31.72
SO - 000693,28-09-2015,IL,FLR,Wholesale,52,30.15
SO - 000741,12-03-2016,AL,FLR,Wholesale,35,27.91
SO - 000760,25-02-2015,IL,FLR,Wholesale,18,32.72
SO - 000765,20-02-2015,LA,FLR,Wholesale,39,24.15
SO - 000823,28-08-2015,TN,FLR,Wholesale,38,10.76
SO - 000852,22-05-2015,OR,FLR,Wholesale,50,17.55
SO - 000875,04-05-2016,FL,FLR,Wholesale,34,152.71
SO - 000900,02-03-2016,VA,FLR,Wholesale,16,19.12
SO - 000912,22-06-2015,MA,FLR,Wholesale,51,84.10
SO - 000938,16-02-2016,VA,FLR,Wholesale,18,16.63
SO - 000974,18-09-2015,UT,FLR,Wholesale,31,15.91
SO - 000994,03-09-2015,OR,FLR,Wholesale,20,25.48
SO - 000997,19-06-2016,PA,FLR,Wholesale,37,32.38
SO - 0001011,10-01-2016,NE,FLR,Wholesale,34,26.42
SO - 0001026,06-01-2016,MD,FLR,Wholesale,42,53.51
SO - 0001035,10-04-2015,KS,FLR,Wholesale,37,30.35
SO - 0001038,16-08-2015,NV,FLR,Wholesale,19,27.03
SO - 0001042,29-08-2015,KS,FLR,Wholesale,44,27.09
SO - 0001051,26-04-2016,CO,FLR,Wholesale,46,71.91
SO - 0001068,29-09-2015,CA,FLR,Wholesale,17,16.51
SO - 0001091,28-03-2015,DE,FLR,Wholesale,34,28.78
SO - 0001104,10-01-2016,KS,FLR,Wholesale,25,60.97
SO - 0001106,25-02-2015,ID,FLR,Wholesale,42,85.25
SO - 0001116,04-05-2016,ID,FLR,Wholesale,38,75.55
SO - 0001208,17-04-2016,IN,FLR,Wholesale,32,13.88
SO - 0001231,18-08-2015,CA,FLR,Wholesale,34,54.61
SO - 0001239,29-08-2015,MN,FLR,Wholesale,29,10.00
SO - 0001260,06-05-2015,LA,FLR,Wholesale,48,65.26
SO - 0001312,29-03-2016,IL,FLR,Wholesale,24,6.09
SO - 0001322,06-03-2016,UT,FLR,Wholesale,36,72.68
SO - 0001355,03-06-2016,WA,FLR,Wholesale,17,19.31
SO - 0001375,08-12-2015,TN,FLR,Wholesale,48,75.80
SO - 0001394,01-06-2016,MO,FLR,Wholesale,32,30.56
SO - 0001400,29-04-2016,ND,FLR,Wholesale,39,65.00
SO - 0001442,26-04-2016,SC,FLR,Wholesale,43,7.18
SO - 0001453,19-02-2016,AR,FLR,Wholesale,30,31.18
SO - 0001465,16-07-2015,CA,FLR,Wholesale,50,37.84
SO - 0001484,21-03-2016,MO,FLR,Wholesale,45,17.28
SO - 0001495,21-02-2016,KS,FLR,Wholesale,46,36.81
SO - 0001512,25-03-2016,RI,FLR,Wholesale,19,28.21
SO - 0001534,24-05-2015,CA,FLR,Wholesale,21,36.86
SO - 0001536,22-07-2015,MO,FLR,Wholesale,46,65.40
SO - 0001544,28-12-2015,UT,FLR,Wholesale,32,11.76
SO - 0001552,10-02-2016,OR,FLR,Wholesale,43,52.68
SO - 0001612,17-06-2015,TX,FLR,Wholesale,25,60.47
SO - 0001624,08-02-2016,TN,FLR,Wholesale,29,32.21
SO - 0001638,07-02-2016,MO,FLR,Wholesale,49,25.06
SO - 0001665,24-06-2015,WA,FLR,Wholesale,26,32.86
SO - 0001672,03-12-2015,TX,FLR,Wholesale,52,30.67
SO - 0001677,10-10-2015,MI,FLR,Wholesale,50,20.10
SO - 0001708,01-05-2015,IN,FLR,Wholesale,45,63.40
SO - 0001709,09-05-2015,IN,FLR,Wholesale,39,54.64
SO - 0001788,16-11-2015,IA,FLR,Wholesale,39,63.76
SO - 0001791,09-01-2015,ID,FLR,Wholesale,35,62.51
SO - 0001839,15-03-2015,CA,FLR,Wholesale,45,12.33
SO - 0001900,17-11-2015,ID,FLR,Wholesale,42,53.66
SO - 0001903,11-12-2015,IN,FLR,Wholesale,27,10.65
SO - 0001933,17-04-2016,MA,FLR,Wholesale,19,145.40
SO - 0001939,06-01-2016,UT,FLR,Wholesale,26,62.54
SO - 0002082,25-11-2015,SD,FLR,Wholesale,22,35.01
SO - 0002084,02-04-2015,AL,FLR,Wholesale,19,31.93
SO - 0002161,18-09-2015,MT,FLR,Wholesale,15,34.57
SO - 0002200,03-03-2016,WA,FLR,Wholesale,46,27.27
SO - 0002210,03-02-2016,PA,FLR,Wholesale,25,11.55
SO - 0002233,18-08-2015,NC,FLR,Wholesale,27,27.21
SO - 0002274,23-02-2015,MD,FLR,Wholesale,22,10.20
SO - 0002385,23-03-2015,NJ,FLR,Wholesale,34,18.58
SO - 0002415,29-03-2016,IL,FLR,Wholesale,22,16.96
SO - 0002425,01-02-2015,KS,FLR,Wholesale,27,30.38
SO - 0002433,22-02-2016,AL,FLR,Wholesale,51,30.80
SO - 0002436,15-11-2015,PA,FLR,Wholesale,27,57.65
SO - 0002500,16-09-2015,VA,FLR,Wholesale,36,19.36
SO - 0002537,22-02-2016,RI,FLR,Wholesale,23,16.22
SO - 0002558,30-01-2016,UT,FLR,Wholesale,44,40.20
SO - 0002579,11-04-2015,CA,FLR,Wholesale,17,27.90
SO - 0002599,29-09-2015,VA,FLR,Wholesale,52,72.43
SO - 0002637,06-11-2015,OR,FLR,Wholesale,44,17.86
SO - 0002652,09-04-2015,FL,FLR,Wholesale,37,26.91
SO - 0002654,01-09-2015,KY,FLR,Wholesale,33,25.57
SO - 0002655,28-02-2016,WA,FLR,Wholesale,51,35.95
SO - 0002682,28-05-2016,LA,FLR,Wholesale,36,13.82
SO - 0002695,27-05-2016,MI,FLR,Wholesale,52,27.86
SO - 0002720,27-01-2016,VA,FLR,Wholesale,23,25.14
SO - 0002727,13-04-2016,WA,FLR,Wholesale,46,14.26
SO - 0002729,10-11-2015,KS,FLR,Wholesale,33,14.25
SO - 0002772,01-09-2015,MO,FLR,Wholesale,15,15.28
SO - 0002778,15-08-2015,MD,FLR,Wholesale,43,54.03
SO - 0002791,26-10-2015,CA,FLR,Wholesale,24,31.12
SO - 0002792,18-11-2015,ID,FLR,Wholesale,27,38.57
SO - 0002805,08-03-2016,MI,FLR,Wholesale,40,18.13
SO - 0002812,11-10-2015,NV,FLR,Wholesale,23,63.01
SO - 0002867,21-03-2015,KS,FLR,Wholesale,23,15.93
SO - 0002873,29-05-2015,KS,FLR,Wholesale,46,30.05
SO - 0002881,18-02-2015,IN,FLR,Wholesale,37,27.61
SO - 0002894,07-02-2016,KY,FLR,Wholesale,44,33.91
SO - 0002913,08-05-2015,OK,FLR,Wholesale,21,32.69
SO - 0002990,04-12-2015,NM,FLR,Wholesale,40,6.36
SO - 0002993,10-02-2016,UT,FLR,Wholesale,20,33.29
SO - 0003023,20-04-2015,SC,FLR,Wholesale,19,25.46
SO - 0003033,11-06-2015,UT,FLR,Wholesale,31,53.59
SO - 0003059,29-01-2016,AZ,FLR,Wholesale,45,35.36
SO - 0003060,15-10-2015,MA,FLR,Wholesale,32,60.28
SO - 0003065,17-12-2015,AZ,FLR,Wholesale,27,146.65
SO - 0003080,24-06-2015,KY,FLR,Wholesale,15,29.13
SO - 0003083,17-04-2016,WA,FLR,Wholesale,51,61.05
SO - 0003090,23-09-2015,MD,FLR,Wholesale,17,27.24
SO - 0003141,10-04-2015,VA,FLR,Wholesale,33,19.68
SO - 0003155,13-06-2016,KS,FLR,Wholesale,32,61.86
SO - 0003156,03-02-2015,IN,FLR,Wholesale,51,28.37
SO - 0003166,12-06-2016,PA,FLR,Wholesale,46,10.24
SO - 0003167,13-04-2016,MA,FLR,Wholesale,43,35.10
SO - 0003173,01-09-2015,RI,FLR,Wholesale,26,177.24
SO - 0003187,14-04-2015,OK,FLR,Wholesale,19,32.67
SO - 0003197,02-10-2015,KY,FLR,Wholesale,19,35.89
SO - 0003200,14-01-2015,PA,FLR,Wholesale,29,65.38
SO - 0003229,30-01-2015,OR,FLR,Wholesale,45,15.50
SO - 0003238,15-11-2015,WA,FLR,Wholesale,47,26.94
SO - 0003288,27-07-2015,IL,FLR,Wholesale,19,14.12
SO - 0003291,02-06-2015,UT,FLR,Wholesale,39,12.87
SO - 0003297,19-01-2016,MS,FLR,Wholesale,46,25.46
SO - 0003325,01-04-2016,MA,FLR,Wholesale,52,85.13
SO - 0003338,12-01-2016,WA,FLR,Wholesale,17,30.17
SO - 0003374,13-02-2015,CO,FLR,Wholesale,48,63.41
SO - 0003396,19-06-2016,WV,FLR,Wholesale,36,12.06
SO - 0003399,17-05-2015,CA,FLR,Wholesale,20,10.44
SO - 0003438,08-03-2016,IL,FLR,Wholesale,29,20.28
SO - 0003509,06-03-2015,TN,FLR,Wholesale,46,30.76
SO - 0003552,26-06-2015,CA,FLR,Wholesale,41,76.71
SO - 0003574,27-10-2015,KS,FLR,Wholesale,16,10.72
SO - 0003590,04-03-2016,AR,FLR,Wholesale,37,14.92
SO - 0003591,01-04-2015,WI,FLR,Wholesale,39,50.64
SO - 0003599,25-03-2016,AR,FLR,Wholesale,45,14.72
SO - 0003639,26-11-2015,IL,FLR,Wholesale,23,165.13
SO - 0003645,26-01-2016,MD,FLR,Wholesale,52,28.19
SO - 0003649,17-02-2015,WY,FLR,Wholesale,51,28.73
SO - 0003652,20-05-2016,UT,FLR,Wholesale,19,66.20
SO - 0003699,06-01-2016,IN,FLR,Wholesale,47,27.48
SO - 0003700,07-02-2015,WA,FLR,Wholesale,25,76.23
SO - 0003796,30-05-2016,MA,FLR,Wholesale,51,40.75
SO - 0003797,04-05-2016,WI,FLR,Wholesale,15,31.84
SO - 0003847,30-12-2015,CA,FLR,Wholesale,22,31.53
SO - 0003851,27-02-2015,VA,FLR,Wholesale,23,61.48
SO - 0003854,13-08-2015,NM,FLR,Wholesale,20,10.59
SO - 0003884,24-02-2015,AL,FLR,Wholesale,43,34.23
SO - 0003891,04-01-2016,IN,FLR,Wholesale,41,11.28
SO - 0003909,03-03-2016,MO,FLR,Wholesale,31,30.65
SO - 0003922,19-02-2015,MS,FLR,Wholesale,49,25.89
SO - 0003962,06-06-2015,CA,FLR,Wholesale,44,27.61
SO - 0003989,22-06-2015,KY,FLR,Wholesale,27,26.66
SO - 0004001,29-11-2015,NE,FLR,Wholesale,39,32.37
SO - 0004018,10-12-2015,NV,FLR,Wholesale,26,14.30
SO - 0004026,10-09-2015,IL,FLR,Wholesale,51,27.47
SO - 0004029,29-01-2015,NM,FLR,Wholesale,19,38.20
SO - 0004116,03-01-2016,MT,FLR,Wholesale,34,27.25
SO - 0004142,03-03-2016,TN,FLR,Wholesale,45,14.97
SO - 0004181,16-11-2015,CA,FLR,Wholesale,49,20.58
SO - 0004222,09-06-2015,KS,FLR,Wholesale,22,37.45
SO - 0004229,03-06-2016,WY,FLR,Wholesale,35,30.67
SO - 0004265,09-01-2016,LA,FLR,Wholesale,24,7.24
SO - 0004272,03-09-2015,VA,FLR,Wholesale,43,65.70
SO - 0004281,15-07-2015,MA,FLR,Wholesale,34,36.07
SO - 0004319,12-01-2015,WA,FLR,Wholesale,42,16.28
SO - 0004378,11-08-2015,KS,FLR,Wholesale,44,26.10
SO - 0004381,25-02-2015,UT,FLR,Wholesale,50,34.81
SO - 0004382,21-03-2016,SD,FLR,Wholesale,51,32.24
SO - 0004416,20-01-2015,CO,FLR,Wholesale,25,32.66
SO - 0004419,24-07-2015,NM,FLR,Wholesale,30,91.70
SO - 0004427,29-03-2015,NV,FLR,Wholesale,23,36.38
SO - 0004492,21-05-2016,NC,FLR,Wholesale,48,28.25
SO - 0004503,12-10-2015,CA,FLR,Wholesale,35,72.16
SO - 0004526,22-01-2015,IN,FLR,Wholesale,35,18.03
SO - 0004527,29-01-2016,CA,FLR,Wholesale,51,157.17
SO - 0004532,12-10-2015,UT,FLR,Wholesale,44,91.79
SO - 0004542,26-08-2015,WY,FLR,Wholesale,52,11.29
SO - 0004549,28-09-2015,TN,FLR,Wholesale,24,7.27
SO - 0004555,13-07-2015,IN,FLR,Wholesale,48,11.31
SO - 0004624,07-03-2016,NV,FLR,Wholesale,28,17.45
SO - 0004627,18-08-2015,MD,FLR,Wholesale,19,20.01
SO - 0004639,05-02-2015,KY,FLR,Wholesale,16,31.84
SO - 0004655,21-06-2016,NV,FLR,Wholesale,35,20.54
SO - 0004668,25-04-2016,CT,FLR,Wholesale,47,19.89
SO - 0004679,24-12-2015,KS,FLR,Wholesale,43,34.70
SO - 0004695,11-01-2015,NE,FLR,Wholesale,25,28.13
SO - 0004708,03-03-2016,AR,FLR,Wholesale,23,26.32
SO - 0004719,09-03-2016,MA,FLR,Wholesale,51,187.12
SO - 0004781,15-06-2016,KS,FLR,Wholesale,34,190.33
SO - 0004802,05-12-2015,WI,FLR,Wholesale,47,62.69
SO - 0004816,28-12-2015,OR,FLR,Wholesale,26,63.01
SO - 0004866,12-12-2015,TN,FLR,Wholesale,47,184.48
SO - 0004871,22-01-2016,IN,FLR,Wholesale,15,166.35
SO - 0004985,30-04-2015,TX,FLR,Wholesale,49,36.57
SO - 0004986,12-05-2015,TN,FLR,Wholesale,16,10.47
SO - 0004987,15-08-2015,OR,FLR,Wholesale,49,14.53
SO - 0005025,20-08-2015,IN,FLR,Wholesale,27,15.80
SO - 0005045,01-05-2016,IN,FLR,Wholesale,28,34.12
SO - 0005048,24-06-2016,CA,FLR,Wholesale,39,14.74
SO - 0005055,11-03-2015,NV,FLR,Wholesale,20,30.03
SO - 0005057,18-06-2016,PA,FLR,Wholesale,52,10.74
SO - 0005085,30-10-2015,SC,FLR,Wholesale,49,71.73
SO - 0005120,13-05-2015,WY,FLR,Wholesale,43,58.61
SO - 0005123,03-12-2015,IN,FLR,Wholesale,15,6.79
SO - 0005179,09-04-2016,AZ,FLR,Wholesale,19,56.61
SO - 0005186,01-02-2015,VA,FLR,Wholesale,32,176.07
SO - 0005198,04-01-2016,NV,FLR,Wholesale,32,39.00
SO - 0005237,20-01-2015,OR,FLR,Wholesale,22,17.88
SO - 0005245,29-04-2015,IA,FLR,Wholesale,20,7.64
SO - 0005280,07-02-2016,IN,FLR,Wholesale,52,37.18
SO - 0005309,15-06-2015,ND,FLR,Wholesale,29,13.62
SO - 0005334,08-03-2015,OR,FLR,Wholesale,45,164.76
SO - 0005355,11-10-2015,IL,FLR,Wholesale,25,70.02
SO - 0005373,14-04-2016,FL,FLR,Wholesale,36,10.80
SO - 0005394,04-02-2016,LA,FLR,Wholesale,32,10.35
SO - 0005395,23-09-2015,NH,FLR,Wholesale,25,28.18
SO - 0005419,05-04-2015,DC,FLR,Wholesale,40,30.21
SO - 0005443,24-02-2016,CA,FLR,Wholesale,20,16.86
SO - 0005476,11-01-2015,WA,FLR,Wholesale,19,51.79
SO - 0005484,12-02-2016,OR,FLR,Wholesale,47,65.98
SO - 0005500,27-10-2015,NJ,FLR,Wholesale,43,30.67
SO - 0005501,11-08-2015,CA,FLR,Wholesale,49,27.63
SO - 0005513,25-04-2015,MA,FLR,Wholesale,30,14.23
SO - 0005514,23-03-2015,OR,FLR,Wholesale,43,36.65
SO - 0005518,27-05-2015,NV,FLR,Wholesale,42,16.27
SO - 0005525,15-09-2015,SD,FLR,Wholesale,31,11.23
SO - 0005554,21-01-2015,SD,FLR,Wholesale,21,18.20
SO - 0005572,13-04-2015,MD,FLR,Wholesale,50,19.35
SO - 0005593,18-05-2015,MO,FLR,Wholesale,35,14.18
SO - 0005605,16-12-2015,MD,FLR,Wholesale,43,36.89
SO - 0005608,24-01-2015,TX,FLR,Wholesale,31,7.40
SO - 0005623,24-05-2016,MA,FLR,Wholesale,36,28.05
SO - 0005627,29-08-2015,VA,FLR,Wholesale,46,191.44
SO - 0005629,03-04-2016,IL,FLR,Wholesale,20,25.69
SO - 0005662,31-03-2016,MT,FLR,Wholesale,43,18.76
SO - 0005668,14-06-2016,NM,FLR,Wholesale,15,10.55
SO - 0005672,11-04-2015,SD,FLR,Wholesale,51,35.11
SO - 0005715,30-09-2015,MT,FLR,Wholesale,45,63.94
SO - 0005741,01-05-2015,MS,FLR,Wholesale,20,16.09
SO - 0005784,22-04-2015,KY,FLR,Wholesale,32,6.38
SO - 0005879,29-10-2015,MI,FLR,Wholesale,21,30.94
SO - 0005913,12-10-2015,NH,FLR,Wholesale,28,35.12
SO - 0005926,02-02-2016,DE,FLR,Wholesale,18,31.75
SO - 0005985,15-04-2015,VA,FLR,Wholesale,34,32.35
SO - 0006072,30-06-2016,UT,FLR,Wholesale,51,6.24
SO - 0006090,17-05-2015,OR,FLR,Wholesale,29,31.76
SO - 0006118,19-02-2016,ID,FLR,Wholesale,33,32.90
SO - 0006131,25-03-2015,AR,FLR,Wholesale,19,39.52
SO - 0006146,07-08-2015,MO,FLR,Wholesale,52,40.20
SO - 0006158,22-06-2015,IN,FLR,Wholesale,32,10.59
SO - 0006194,13-06-2016,CA,FLR,Wholesale,44,61.10
SO - 0006236,12-04-2015,KS,FLR,Wholesale,25,18.60
SO - 0006271,11-07-2015,DC,FLR,Wholesale,49,30.47
SO - 0006293,26-11-2015,VT,FLR,Wholesale,30,29.12
SO - 0006298,17-10-2015,MI,FLR,Wholesale,26,14.99
SO - 0006315,24-12-2015,DE,FLR,Wholesale,49,17.76
SO - 0006386,13-02-2015,MO,FLR,Wholesale,39,36.98
SO - 0006388,02-10-2015,MT,FLR,Wholesale,49,34.53
SO - 0006435,08-02-2016,FL,FLR,Wholesale,46,18.42
SO - 0006502,28-10-2015,NE,FLR,Wholesale,17,24.34
SO - 0006558,08-12-2015,AL,FLR,Wholesale,33,18.23
SO - 0006577,14-06-2016,DE,FLR,Wholesale,49,67.29
SO - 0006583,10-09-2015,MO,FLR,Wholesale,50,184.06
SO - 0006605,01-04-2016,MO,FLR,Wholesale,34,163.59
SO - 0006609,23-03-2016,DE,FLR,Wholesale,40,11.54
SO - 0006611,28-04-2015,ME,FLR,Wholesale,17,28.03
SO - 0006614,19-07-2015,PA,FLR,Wholesale,42,16.23
SO - 0006649,09-02-2016,NV,FLR,Wholesale,27,64.66
SO - 0006670,26-10-2015,TN,FLR,Wholesale,38,11.07
SO - 0006688,07-04-2015,MT,FLR,Wholesale,39,67.52
SO - 0006695,26-06-2015,MA,FLR,Wholesale,15,57.11
SO - 0006696,01-10-2015,KS,FLR,Wholesale,19,38.83
SO - 0006705,13-03-2015,GA,FLR,Wholesale,48,20.23
SO - 0006707,01-06-2015,WA,FLR,Wholesale,44,29.67
SO - 0006714,23-10-2015,MD,FLR,Wholesale,18,27.88
SO - 0006718,09-08-2015,OH,FLR,Wholesale,50,10.91
SO - 0006731,14-03-2015,CO,FLR,Wholesale,46,16.07
SO - 0006742,17-12-2015,GA,FLR,Wholesale,33,34.92
SO - 0006744,29-10-2015,LA,FLR,Wholesale,17,14.18
SO - 0006754,19-04-2016,NM,FLR,Wholesale,47,18.35
SO - 0006763,28-04-2015,AZ,FLR,Wholesale,18,89.24
SO - 0006766,25-09-2015,OR,FLR,Wholesale,36,146.87
SO - 0006782,16-03-2016,KS,FLR,Wholesale,43,32.77
SO - 0006792,04-08-2015,PA,FLR,Wholesale,26,27.03
SO - 0006833,24-09-2015,TN,FLR,Wholesale,28,29.95
SO - 0006855,23-06-2016,TN,FLR,Wholesale,20,13.68
SO - 0006867,24-10-2015,OR,FLR,Wholesale,39,66.10
SO - 0006903,26-01-2015,NJ,FLR,Wholesale,26,36.14
SO - 0006937,03-02-2016,SC,FLR,Wholesale,25,26.16
SO - 0006940,05-08-2015,IN,FLR,Wholesale,18,26.28
SO - 0006955,25-03-2015,ID,FLR,Wholesale,46,31.35
SO - 0006961,01-02-2015,IN,FLR,Wholesale,25,33.26
SO - 0007040,13-04-2015,ND,FLR,Wholesale,50,6.93
SO - 0007045,26-02-2015,MD,FLR,Wholesale,30,34.45
SO - 0007071,22-03-2015,IL,FLR,Wholesale,50,11.47
SO - 0007104,05-05-2016,WI,FLR,Wholesale,38,62.34
SO - 0007115,13-06-2015,NV,FLR,Wholesale,20,28.27
SO - 0007140,09-12-2015,ID,FLR,Wholesale,24,60.19
SO - 0007180,25-01-2015,MO,FLR,Wholesale,20,29.35
SO - 0007190,18-04-2016,VT,FLR,Wholesale,15,11.09
SO - 0007193,28-02-2015,UT,FLR,Wholesale,52,14.91
SO - 0007217,17-03-2016,NV,FLR,Wholesale,36,27.99
SO - 0007223,13-08-2015,ND,FLR,Wholesale,22,14.06
SO - 0007240,21-05-2015,KS,FLR,Wholesale,50,25.69
SO - 0007253,15-08-2015,LA,FLR,Wholesale,32,35.77
SO - 0007272,29-01-2016,NV,FLR,Wholesale,34,38.61
SO - 0007319,09-03-2015,KY,FLR,Wholesale,44,11.96
SO - 0007345,27-06-2016,IL,FLR,Wholesale,49,28.63
SO - 0007355,01-05-2016,SC,FLR,Wholesale,36,11.00
SO - 0007373,08-10-2015,NV,FLR,Wholesale,32,25.90
SO - 0007391,24-10-2015,LA,FLR,Wholesale,20,6.87
SO - 0007400,30-04-2016,UT,FLR,Wholesale,33,38.74
SO - 0007407,03-10-2015,MA,FLR,Wholesale,21,11.58
SO - 0007419,11-07-2015,NH,FLR,Wholesale,26,27.93
SO - 0007441,15-01-2016,AZ,FLR,Wholesale,35,149.62
SO - 0007457,03-07-2015,IN,FLR,Wholesale,34,30.42
SO - 0007473,04-08-2015,NV,FLR,Wholesale,43,16.21
SO - 0007480,07-06-2015,DE,FLR,Wholesale,16,7.58
SO - 0007498,17-01-2016,TX,FLR,Wholesale,20,25.33
SO - 0007512,11-03-2016,NJ,FLR,Wholesale,44,84.58
SO - 0007547,16-02-2016,SD,FLR,Wholesale,31,66.68
SO - 0007561,16-10-2015,VA,FLR,Wholesale,48,79.59
SO - 0007569,20-06-2015,CA,FLR,Wholesale,35,7.41
SO - 0007603,12-12-2015,NV,FLR,Wholesale,19,27.04
